Dump generated at 2018-10-11T00:53:11.084154
Rank	Team Name	School	Score
1884	CHS_BACON	Charlottesville High School	525
1885	DJKaleeeb	Montgomery Blair, Silver Spring, MD	525
1886	KungPowChickenBois	Atech	525
1887	notmyrealname	BCA	525
1888	CoolKids	Mission San Jose High	525
1889	CyberSecurity95618	Davis Senior High School	525
1890	Club Chub	West Allegheny	525
1891	CyberZone	North County High School	525
1892	Three Musketeers	Advanced Technologies Academy	525
1893	4sherChristner	Warwick High School	525
1894	on that testout grind 👌	Monroe County Technical Institute	525
1895	Mawadda2133	East Valley Institute of Technology	525
1896	ClelandMason	Martin Luther King high school	525
1897	MegaEpic	Troy High School	525
1898	104Dystinopian	Mineola Highschool	525
1899	sealionb	homeschooled	525
1900	jccroxton	Albemarle High School	525
1901	HighContrastFruitFloatingMenacingly	East Lake High School	525
1902	The Bibs	Central Campus	525
1903	21tg0256	Hun School	525
1904	JoseVelasc0	Redlands East Valley	525
1905	alexbagra	verdugo hills high school	525
1906	Pyramid Gang	The Nueva School, San Mateo, CA	510
1907	ForntitePimps	Washington Lee	500
1908	CorrectHorseBatteryStaple	Advanced Technologies Academy	500
1909	Zombie15151	St Georges Technical Highschool	500
1910	SubCumber	Suncoast High School	500
1911	Pine Valley	Pine Valley Middle School, San Ramon, CA	500
1912	lliu	Phillips Exeter Academy	500
1913	KlebbtheKlari	Mission San Jose High School, Fremont, CA	500
1914	Cole is Cool	Countryside High School	500
1915	aking	East Brunswick High School	500
1916	nravuri	East Brunswick High School	500
1917	MyDadOwnsMicrosoftICanGetYouBanned	Warwick Senior High	500
1918	AlexR	Bristol Plymouth, Taunton, MA	500
1919	PeopleInRoom	East Leyden High School	500
1920	JPS Tech Boys	Poolesville High School	500
1921	Winrar	Fulton County	500
1922	theLindster30	Lake Region School	500
1923	JNB123456	OHTS	500
1924	MatthewSmith	Cedar Park	500
1925	coeunu	Amador Valley High School	500
1926	1013071	South High School, Torrance, CA	500
1927	Rockets	Richard Montgomery High School	500
1928	TeamFirstPlace	Hickory High School	500
1929	virtuous mission	Seminal Highschool	500
1930	davbot1	Indian Valley High School	500
1931	Parbox	Rouse High School	500
1932	xic75	Riley High	500
1933	Shibe14	South High School	500
1934	1002537@etusd.org	South High School	500
1935	ChevyTahoe	STEM School Highlands Ranch	500
1936	Decoy	east lake high school 	500
1937	amccarthy	Strath Haven High School, Wallingford, PA	500
1938	Konig	MDTC	500
1939	Wolf Pack	East Lake Highschool	500
1940	kayyyyyyyyyyyy	Padua Academy	500
1941	User	Patrick Henry High	500
1942	tissaroo	Union HS	500
1943	isamatsu	Phillips Exeter Academy	500
1944	bandAIDS	SGMS	500
1945	Dan5217	Great Mills High School	500
1946	lel	Ashwaubenon 	500
1947	100043291	Clear Springs	500
1948	aslanka	Panther creek	500
1949	phillip2001	fallbrook highschool	500
1950	alexlopez03	Fallbrook 	500
1951	Operationhackers	Santa Fe Prep	500
1952	jamesg31	Branham High School	500
1953	Nathan0317	Mitchell High School	500
1954	NathanielMatthew39	Mitchell high school 	500
1955	StacheRoyale	Eleanor Roosevelt High School	500
1956	JosuMelendez	Eleanor Roosevelt High School Greenbelt, MD	500
1957	Llamas	granada charter granada hills CA	500
1958	NatalieM	Faith Lutheran MS	500
1959	Abush	Faith Lutheran	500
1960	CybER_ChAIr	Lake Braddock Secondary	500
1961	Mishamallow	Barstow High School	500
1962	3BrownNathanAltaHS	Alta High	500
1963	P3Fehrenbach	Alta	500
1964	erinsual	Verdugo Hills High School	500
1965	Cosmepheral	Walsingham Academy	475
1966	KalebLee	Mead High School	475
1967	yeoitsjosh	Cerritos High Sschool, Cerritos, CA	475
1968	RojoM	Saint Francis High School	475
1969	AllByMyself	Richardson North Junior High,Richardson TX	475
1970	dw192	East Brunswick High School	475
1971	generation2	Cerritos High School	475
1972	Huangggggggggg	Cerritos high school	475
1973	jhsrules	Princeton	475
1974	BANEISHERE	munford 	475
1975	Boss	Lincoln Highschool	475
1976	JJAT	Talladega County Central High School	475
1977	InsertTeamNameHere	Academy for Science and Design	475
1978	Kyoki152	Countryside High school	475
1979	MothMcGuireL1GHT	Moth high	475
1980	Valarie	STEM School Highlands Ranch	475
1981	fuerzadementada	SVCTE, San Jose, CA	475
1982	Quaderatics	Amador Valley High School	475
1983	girdies	Methacton High School	475
1984	Three Amigos	Indian Valley High School	475
1985	Datboii18	Riley 	475
1986	Hackerzz	Dalton	475
1987	Varun	Princeton High School	475
1988	tmack1234	Matoaca High School	475
1989	cholland	matoaca	475
1990	shadowCAD	Fallbrook	475
1991	ddarnell24	P2T	475
1992	crush	Upper Arlington High School	475
1993	Connair	Nashua High School South	475
1994	Deepzai	Alta High	475
1995	destroyer69	Verdugo Hills High School	475
1996	Unstoppable Plantation	Cerritos High School, Cerritos, CA	475
1997	1012418	South High School, Torrance, CA	475
1998	Chicken Scream 3.17159	Ronan	475
1999	andress4732	Mickey Leland College Preparatory Academy	475
2000	The Pacific Fleet	Assabet Valley	460
2001	Rozeboom1	Tea area High school	460
2002	21berrha	Woodstock high school middle school	450
2003	Flag Chasers	Mt. Vernon High School	450
2004	badAtCode	millard north	450
2005	ademopoulos	Phillips Exeter Academy	450
2006	SniperKun	Twin Lakes High School	450
2007	The Grunting Noose	Southeast Polk	450
2008	Joshua84	Lincoln Academy	450
2009	Y1030247	South High School,Torrance,CA	450
2010	yeet	West allegheny, imperial PA	450
2011	vinnys52	West Allegheny High School	450
2012	athletehacker02	Silicon Valley Career Technical Education	450
2013	Egarcia	SVCTE 	450
2014	Deathcon21	Lake region	450
2015	PGH Guil + PGH Rob	West Allegheny High School	450
2016	SydneyN	West Allegheny	450
2017	UnicornMario	Amador Valley High School	450
2018	Zero	Homeschool, Pittsburgh PA	450
2019	The Pink Hats	Lincoln High School	450
2020	pmm1000	Matoaca High School	450
2021	WolfPupWPG	Omaha North High Magnet School	450
2022	558240	Rancho Cucamonga	450
2023	bpcjr01	Tri-County RVTHS	450
2024	SadMenOnCampus	ohchs	450
2025	frakhdz	West Leyden High School	450
2026	SirJohnPolio18	Highlands Ranch Highschool	450
2027	vigiljj2	Highlands Ranch High school	450
2028	NH3188	Tea Area High School	450
2029	cheese555	Paly	450
2030	Team LAMP	matoaca high school	450
2031	beenie	BASIS Tucson North, Tucson, AZ	450
2032	oopss	Hazelwood West High School	450
2033	rodjones18	Matoaca High School	450
2034	mfimble	clear springs high school	450
2035	IsaiahWhite08	Redlands East Valley Highschool	450
2036	wwormtown	Eleanor Roosevelt	450
2037	greenbeans	Advanced Technologies Academy	450
2038	Allie	Greens Farms Academy	450
2039	madcubed	Mt Vernon High School	425
2040	Team Rocket	Great Mills High School	425
2041	RayLi47	Princeton High School	425
2042	Waluigi Squad	Liberty Common High School	425
2043	rainbubbles2	Centennial	425
2044	Millie's Men	Ardsley High School 	425
2045	hillre44	Penns Manor, PA	425
2046	IABools	International Academy Central	425
2047	isaacsterrett	Mt. Vernon High School	425
2048	VarietyPack	northville High School	425
2049	Kevincompsci	East Brunswick High School	425
2050	CloutBarsInc.	Luhi	425
2051	NoelDaKnight	Cerritos High School	425
2052	sinamiru	Shady Side Academy, Pittsburgh, PA	425
2053	AayushBhai	North Magnet High	425
2054	aherman784	Millard North High School, Omaha, NE	425
2055	cobief3660	Mount Hebron, Ellicott City, MD	425
2056	The M🥚b	West Allegheny High School	425
2057	samoan	Westland OH, Ohio	425
2058	Eat Mor Chikin	Gardendale High School	425
2059	aaaAaaaAaaaA	Burlington Township	425
2060	Mace and Jack	Gardendale High School, Gardendale, Alabama	425
2061	ryanyang	Cerritos High	425
2062	Syarmech	Monroe Career and Technical Institute	425
2063	foonga	Independence High School 	425
2064	Scorpion14	Lonoke High School	425
2065	TruettH	Virgil I. Grissom High School	425
2066	Merica	Winston Churchill Middle School	425
2067	1021905	South High School	425
2068	gucciflipflops	Amador Valley	425
2069	venkiiyer65	William Byrd High School	425
2070	The Bob Sagets 	West Allegheny	425
2071	winning	The Dalton School	425
2072	DaangItsNat	Wangenheim	425
2073	chessplayerdude	Kelso High School	425
2074	warhawksshs3	Seminole high school	425
2075	tpasreeram	Robinson High School	425
2076	Dragon	Hoover 	425
2077	vgu	Upper Arlington High School	425
2078	1016872	Ryan Hanners	425
2079	Princesses	Harvest Christian Academy	425
2080	Thanos Did Nothing Wrong	Vandegrift High School, Austin TX	425
2081	Rohan121	West Windsor Plainsboro hs south 	425
2082	vvvvv	Highlands Ranch	425
2083	realhumandotexe	EVIT	425
2084	LG Squad 	La Grange Middle School 	425
2085	We Don't Need No Stinkin' Hats	Vernon Hills High school, Vernon Hills, IL	425
2086	incognitofox	TJHSST, Alexandria, VA	425
2087	Doomfist	Vernon Hills High School	425
2088	JohnyDUDUDUDUDUDUDU	Wallingford, PA	425
2089	DubClub	Matoaca High School	425
2090	Baddie 	aniello	425
2091	The Cyber-Crusaders	data	425
2092	JulianG17	Cabrillo High School	425
2093	Phoenix11	Mira Mesa	425
2094	Mark1173	Riverview Jr. Sr. High School	425
2095	ctdove	Poolsville HS	425
2096	NateKelkay	Montgomery Blair High school	425
2097	srisen05	La Mesa Junior High	425
2098	MorningStar	Matoaca High School	425
2099	ComebackSquad	Glades Middle	425
2100	Sled Gang	hazelwoodwest high school	425
2101	HypnoHippo	Clear Springs High School	425
2102	Team Llama	Santa Fe Prep	425
2103	Refrigerators	Alta High	425
2104	Pobien	Redlands East Valley High School	425
2105	BrightMoon280	Chaparral High School, Temecula, CA	425
2106	Ahchoi	FaithLutheran	425
2107	Red 2	woodside	425
2108	Manbot02	Nashua High School South	425
2109	2agnew	Alta High School	425
2110	CyberSpartans	Lake Braddock Secondary School	425
2111	Double0 (Sofia)	verdugo hills high school	425
2112	Hell	Verdugo hills high school 	425
2113	SoloWingPixy	Alta High School	425
2114	Team Team Team Team	Alta	425
2115	margaretg3050	Union High school	425
2116	PenSort	Mead	400
2117	Cyberhawks	Centennial High School	400
2118	JiffyPeanutButter	Mount Lebanon High School	400
2119	Grochocinski	Panther Creek High School	400
2120	KevinIsLove	East Brunswick High School	400
2121	Jonny153	Twin Lakes High School	400
2122	Robater	Lexington High School	400
2123	Sillygoose	East Brunswick High School	400
2124	practice	Newark Academy	400
2125	LilTrippie	Twin Lakes	400
2126	scubasami	Omaha North High School	400
2127	BobsBuRgErS	Omaha North High Magnet	400
2128	LetsGetThisBread	Newark Academy	400
2129	Magic 	West Allegheny 	400
2130	Tall people inc	countryside high school	400
2131	IsaiahW	Albemarle High School, VA	400
2132	marcothegamer	Omaha, NE 	400
2133	Karel	Warren Hills, New Jersey	400
2134	cybersafealwaysti	Grissom	400
2135	ERMS + 1	TJHSST	400
2136	Baul Plart Mall Cop 2	Cypress Creek High	400
2137	DylanTyler	Calero High School	400
2138	Grizzly808	East Lake High School	400
2139	64008013	Eden Prairie High School	400
2140	teamPlasma	Day Creek Intermediate School	400
2141	6GOD	West Leyden	400
2142	Antonio230	Clear Springs	400
2143	RainbowDynamix	Roosevelt High School	400
2144	lfdelnero	Clear Springs High School, League City, Tx	400
2145	zach3102805	Matoaca High 	400
2146	snowyicecream	Cerritos High School	400
2147	n3rd5	Princeton High School	400
2148	gladiatoralex1	Alta High School	400
2149	XXXTentacion	Eleanor Roosevelt High School	400
2150	yellowmob1	Granada Hill Charter High School	400
2151	slendario	Alta High School	400
2152	kloassss	ronan high school	400
2153	1017329	South High School, Torrance, CA	400
2154	FastHacks	Pajaro Valley Unified School District	400
2155	lUckyCharms	Phillips Exeter Academy	400
2156	Library Bros	HCTS	375
2157	Lamer	Mead High School	375
2158	Lampboys	East Leyden High School	375
2159	hs303678	Davenport West	375
2160	Felix and Friends 	John H Francis Polytechnic 	375
2161	gbtest214	The Walker School	375
2162	hide	Amador Valley High School 	375
2163	Cside	countryside 	375
2164	LiziPancake	Pittsburg High School	375
2165	moth	cabrillo highschool	375
2166	aaronw	Cerritos High School	375
2167	ULTIMA	Cerritos High School	375
2168	The Macho Puppies	Carlsbad High School, Carlsbad CA	375
2169	madBS	Bergen County Academies, Hackensack, New Jersey	375
2170	nolanx	Cerritos High School	375
2171	BLAZINGMOON	palos south	375
2172	BHSMB	Brunswick High School, Brunswick, OH	375
2173	1012767	South High	375
2174	jcodersarecool	Countryside High School, Fl	375
2175	TheWhiteHouse	Countryside High School	375
2176	WeStAcYbEr	West Allegheny	375
2177	Hax	Ames Middle School Iowa	375
2178	zachm55	West Allegheny,Pittsburgh PA	375
2179	ehamm20	West Allegheny High School	375
2180	ohok12345	Lake Region Vocational Center	375
2181	usedgum	West Allegheny 	375
2182	SydneyAndAustin	Byram Hills High Schiik	375
2183	Apollo's shot	quaker valley 	375
2184	IT specialist 	Lincoln High School	375
2185	Indians	West Allegheny 	375
2186	aboconnell008	Mamaroneck High School	375
2187	Hassan	Brenham High School	375
2188	AveSt	Cerritos High School	375
2189	334857	La Jolla High	375
2190	Rhw1901	Cerritos High School	375
2191	LordNarwhalius	Berea Midpark High School	375
2192	Chewy	Matoaca High	375
2193	Rb25875	West Leyden High School	375
2194	UltraArcticZone	Thomas Sprigg Wootton High School	375
2195	Click Clique	Derby High School	375
2196	dmitriberger	Norwin Middle School	375
2197	noahminto	Norwin Middle School	375
2198	aaronberger	Norwin Middle School	375
2199	Bandits	Cajon High School	375
2200	YCNNA	Southwest High School	375
2201	DataD22	data 	375
2202	BBB	West Leyden	375
2203	ziegza	Highlands Ranch High School	375
2204	thegay	West Washington 	375
2205	bwheeler6	highlands ranch high school	375
2206	Abington Grillmasters	abington high school	375
2207	BTHSFALCONS	Burlington Township High School	375
2208	Sword fighters	Burlington township high school	375
2209	NoahBic	Burlington Township High School	375
2210	Keyboard Warriors	Southwest High School, San Antonio, TX	375
2211	DTD Warriors	LuHi Programmers	375
2212	h u a h	DATA	375
2213	llllllllll	The Hunschool of Princeton	375
2214	zinkecd	Highlands Ranch High School	375
2215	CunninghamAJ	Highlands Ranch High School	375
2216	bolljc	Highlands Ranch High School, Highlands Ranch, CO	375
2217	santiarch21	Highlands Ranch High School	375
2218	rollercoaster982	All Saints Academy	375
2219	21amiller	Westford Academy	375
2220	ClicksIncCorporations	Homestead High School	375
2221	 AirTay1223	Sandy Grove Middle School	375
2222	emilyg73	cabrillo 	375
2223	cschacht22	West Allegheny, Pittsburgh PA	375
2224	kyraschamber	Ashwaubenon High School	375
2225	0001065675	Clear Springs High School	375
2226	Charles&Ish	Lake Braddock	375
2227	Shiriken	Redlands East Valley Highschool	375
2228	Mertin	Fallbrook High School	375
2229	creamcheeselol	 E Hs	375
2230	doublea7869gmail.com	Alta High school 	375
2231	Adri	Verdugo Hills High School	375
2232	kymari01	Elsinore High School	375
2233	The Unicorns	Roosevelt (DATA) high school TX	375
2234	CTHSCisco	Mat-Su Career & Tech High	350
2235	TanTheImmortal	Nevada High School	350
2236	Big Daddy's Pizza	Mt Vernon High School, Fortville Indiana	350
2237	kboutin	Portland High School	350
2238	TheEmus	Mt. Vernon High School	350
2239	Talya	Julian Charter School, Temecula, CA	350
2240	mse2000	Clover High School	350
2241	essigdme	Westlake High School	350
2242	Avocados	Trivalley Coder Dojo	350
2243	Tame Neam	Bridgewater-Raritan High School	350
2244	gm2003	Ilvermorny	350
2245	RoyalQwerty	Trinity, washington, pa	350
2246	mmmmm	East Brunswick High School	350
2247	hwong	East Brunswick High School	350
2248	emundkowsky	East Brunswick High School	350
2249	CalebF	Four Rivers Career Academy	350
2250	jojo	Troy High School	350
2251	DXD Programmers	Long Island Lutheran Middle and High School	350
2252	Leonides	Lincoln Academy	350
2253	OnAndOff	School of Science and Technology	350
2254	FullBlownInsanity	Home School	350
2255	cwilliamsws6	South-Western Career Academy	350
2256	Zev0	Westland	350
2257	ThatSpookBoi	Spook high	350
2258	TooFresh	Warren Hills Highschool, Washington, NJ	350
2259	KALS	West Washington Jr/Sr High School	350
2260	gksdl99	Grissom	350
2261	JustinYu	East Brunswick High School	350
2262	anomalous	Tomball Memorial High School	350
2263	Log Horizon	Amador Valley High School	350
2264	sshah	Upper Arlington High School	350
2265	pendi	Mars Area High School	350
2266	yanil9126	Mount Hebron High School	350
2267	RJacobs	Lincoln High School 	350
2268	CamGen	Rialto High School	350
2269	Team#1	Rocklin High School	350
2270	Swivelz	Indian Valley High School	350
2271	Vergent	Fallbrook High School	350
2272	SomoneNamedSteve	Homeschool	350
2273	techaddict	Fallbrook high school	350
2274	MrProgrammerGuy	Homeschool, South Bend, IN	350
2275	doordash	rancho cucamonga	350
2276	Panthers	Mineola Highschool,Mineola,NY	350
2277	MR2000	Tea Area High School	350
2278	SeaSalt	Massanutten Technical Center	350
2279	Westbatman109	tri-county	350
2280	Kware9012	Broadway High School, VA	350
2281	The Dark Crusaders	Cajon High School	350
2282	CrazyMudaFuka	PhatPhoodPhily	350
2283	whatisafluid	EG high school	350
2284	ACommonGoon	Fountain Hills High School	350
2285	aldenkeshap	Albemarle High School	350
2286	Erik2099	Theodore Roosevelt, Chicago, IL	350
2287	TheGGamer	DATA	350
2288	frodriguezv9567	Roosevelt High School	350
2289	Super-Duper-Assassin-Kitties	Brenham Highschool	350
2290	ianrule	Highlands Ranch High School	350
2291	uninterested	YIHS	350
2292	richielions	riverview high school, oakmont, pa	350
2293	quix	Gulf Coast High School	350
2294	epan1030	Cerritos High School	350
2295	valbro1	niles west 	350
2296	CoolMathGames	Lake Braddock, Burke, VA	350
2297	rickpat77	Redlands East Valley	350
2298	GoombaStompers	Broadalbin	350
2299	shallsa298	omaha south high school	350
2300	SJLA Alpha team	SJ Leadership Academy	350
2301	CyberVikes101	Vanden highschool	350
2302	Ric	Faith Lutheran 	350
2303	Purple_People	Lake Braddock Secondary School	350
2304	FBI	Tarrant High School	350
2305	2Rasmussen	Alta	350
2306	6scoggan	Alta High	350
2307	wngu8794	Alta High School, Sandy, Utah	350
2308	gmtz	San Ysidro High	350
2309	benobro	Greens Farms Academy	350
2310	Gang Esketit	Libertyville High School	350
2311	ChrysHunter	Alta High School	350
2312	FCBarcelona	Verdugo Hills High School	350
2313	LOGANBLAZEK137878	Helen Hunt	350
2314	Jeremiah Percocet	Golden Valley High School	350
2315	riceu	Elsinore High School	350
2316	Bearbot07	Elsinore High School	350
2317	HelloWorld	St Augustine High School	350
2318	NoWeebsallowed	Great Mills High School, Great Mills, MA	325
2319	We32e	Northside high school Columbus ,Ga	325
2320	Boo171717	Hunter College High School	325
2321	Khmer Rouge	Miami Valley CTC	325
2322	CoolSquad	East Leyden, IL	325
2323	irisjlee	Cerritos High School	325
2324	Shane2409	Wayland High School 	325
2325	mdrizzl	Montgomery Blair HS	325
2326	1023591	South High School Torrance CA	325
2327	ryuakuma123	svcte	325
2328	user2638764	West Leyden 	325
2329	DV3217	Tea Area, Tea, SD	325
2330	Artemis47	Kellogg, MN	325
2331	Deadworlds	Spotsy High school	325
2332	mikesaenz35	West Leyden High School	325
2333	T h i c c bois	West Leyden	325
2334	Martinez	Golden Valley High School	325
2335	tranjames26	Niwot High School	325
2336	Timbrady1	Ashwaubenon	325
2337	TiberiusSquad	Alta	325
2338	Calvfran	Redlands East valley Highschool	325
2339	Siphonexx	Alta high school	325
2340	larryzli	Harvard-Westlake	300
2341	LosDons	Cerritos High, Ca	300
2342	AngelsFan2002	Cerritos High School	300
2343	SausageRollGerbil	woodside Fort Wayne In	300
2344	Bubbas team	Cerritos High School	300
2345	JBallen	Santa Teresa High, San Jose, CA	300
2346	mjones312321	Richardson Highschool	300
2347	bufffrog	Palos south middle school	300
2348	WPitera	Toms River High School North	300
2349	rainbubbles	Centennial High School, Bakersfield, California	300
2350	austinpeng	Mission San Jose High School	300
2351	Zangor	Cypress Ranch High School	300
2352	Elementary	Lexington High School	300
2353	XxzakxX	Mountain View High	300
2354	rwakefieldcarl	PVPHS	300
2355	JeckLee55	East Brunswick High School, East Brunswick, NJ	300
2356	ssambathramkumar	East Brunswick High School	300
2357	XxSilv3rBlad3xX	Midway High School	300
2358	Team A1	West Allegheny	300
2359	Godzilla9922	Cerritos High School	300
2360	Jackson	Cerritos High School	300
2361	Lazuli	Cerritos High School	300
2362	lunatic843	Mission San Jose High School	300
2363	I DON"T PLAY GAMES FAM	Long Island Lutheran 	300
2364	Rua	Long Island Lutheran Middle&High School	300
2365	stephanietamara	Long Island Lutheran, Long Island, New YORK	300
2366	640008070	Long island lutheranism high school	300
2367	in33dlife	Cerritos High School	300
2368	230068	Palos South	300
2369	230084	Palos South 	300
2370	230292	Palos South	300
2371	c19mn	The Dalton School	300
2372	A Nice Team	LUHI	300
2373	The Chuckle Brigade	Mars Area High School	300
2374	Turing Test Failures	Green Valley HS, Henderson NV	300
2375	The Royal Lobsters	Mount Vernon/Enola	300
2376	smolbean	west Allegheny 	300
2377	ChaseDaddy	South Western Carrer Academy	300
2378	smanuee831	Omaha North	300
2379	yxie0802	Day Creek Intermediate	300
2380	wesleynewsam	The Academy for Science and Design	300
2381	21sanfta	Wellesley High School	300
2382	Jameszw0	Grissom, Huntsville AL	300
2383	schavij227	omaha south high	300
2384	NoahCardenas	South High School Torrance,California	300
2385	Colombiano	Homestead High School	300
2386	programmerProgrammer	Homestead High School	300
2387	katy	HHS	300
2388	awfzni	The Hun School of Princeton	300
2389	jsanyal	Homestead High School, Cupertino, CA	300
2390	The Residual	Quince Orchard HS	300
2391	cattan	Mission San Jose High School	300
2392	PhoRefraKera	Union High school	300
2393	team123	Warren Hills Regional High School	300
2394	I Win	Gardendale High School	300
2395	Kyle_the_Pigeon_and_Company	Wilson Catholic Academy	300
2396	shscyber	Seminole High School	300
2397	robloxisfun	Day Creek Intermediate School,Rancho Cucamonga,CA	300
2398	JMANN240	Indian Valley High School	300
2399	Cherry Chase Chargers	Homestead High School	300
2400	ShishirIyer	Homestead High School, Cupertino, CA	300
2401	Kazan	Bergen County Academies, Hackensack, NJ	300
2402	urvipanda	Londonderry High School	300
2403	nospinzone	Countryside High School	300
2404	A&M	Countryside High School	300
2405	msjhs	Mission San Jose High School	300
2406	JerrySlinker1	highlands ranch	300
2407	PEPPERONIPUMPKINPICKLEPICKERS	West Washington	300
2408	LIGHTNING1221	Sandy Grove Middle School	300
2409	The Five Musketeers	Cajon high school	300
2410	1008166	south high school	300
2411	Yoink	Thomas Jefferson, Jefferson Hills, PA	300
2412	No Cappin'	Burlington Township High School	300
2413	Twizzler2525	Burlington Township High School	300
2414	3119652	Matoaca High School	300
2415	Quion	Henry M. Gunn	300
2416	TheVoid	Day Creek Intermediate School Rancho Cucamonga, CA	300
2417	Not Freshmen	Dalton	300
2418	Tkaczykda	Highlands Ranch	300
2419	riccagt	highlands ranch high school	300
2420	Invest	Methacton High School	300
2421	maxbus	Bergen County Academies	300
2422	WilliamC37	Stuyvesant High School, New York City, NY	300
2423	Jasonw0416	Bergen County Academies	300
2424	elifkoch123	Christa McAuliffe	300
2425	GreenPencil	Hun School of Princeton	300
2426	RomanianTechSupport	Oak Hills High School 	300
2427	betterjack	DRHS	300
2428	camwheeler22	Ashwaubenon	300
2429	APCSPrinciples	Ashwaubenon high school	300
2430	Koreanprodigy	Ashwaubenon high school	300
2431	Lynxington	Matoaca 	300
2432	Evenme2018	Bits	300
2433	IvanDombiak	Redlands East Valley High School	300
2434	the 5 musketeers	Cajon high school	300
2435	lizard	atla	300
2436	holyCOW28	atla	300
2437	NewB	Interlake High School	300
2438	LostMind	Faith Lutheran	300
2439	1742796	Lake Braddock	300
2440	jamesCool	Hun school of princeton	300
2441	YouFinnaTakeLs	Barstow High School	300
2442	OREO_MilkShakes	Barstow High School	300
2443	Mr. Bean's hacker fortress	alta high	300
2444	klo0174	alta high	300
2445	Los Al Girl Scouts	Los Al Girl Scouts	300
2446	kinnon	alta high school	300
2447	Donkey	elsinore highschool	300
2448	Eeyor	Elsinore High School	300
2449	puma	elsinore high school	300
2450	AnthonyD624	Elsinore Highschool	300
2451	blue.wav	Darien High School	300
2452	FrankieBoy	Redmond Proficiency Academy	275
2453	tskthehackermains	Cerritos High School	275
2454	ethanL	Cerritos High School, Cerritos California	275
2455	beastpanda	cerritos high school	275
2456	ashtonish	Wayland High School, Wayland, MA	275
2457	nmunoz	East Leyden	275
2458	dm24018	east Leyden High School	275
2459	TommyMC50	East Leyden High School	275
2460	APT	Mead High School	275
2461	Jmorales11_rad	Mt. vernon	275
2462	Head Crew	Cabrillo High School	275
2463	Minecraft Survival Games Gang	West High	275
2464	Saturdays With the Boys 	Twin Lakes High School, IN	275
2465	gloob96	Davenport West High School	275
2466	Supreme	Cerritos High School	275
2467	Bluecheez	Princeton Highschool	275
2468	dchell08	Cerritos High School	275
2469	KL146	Cerritos High School	275
2470	tregolo	The Nueva School	275
2471	bigbilly	eastlakehighschool	275
2472	Armando517	John H. Francis Polytechnic	275
2473	McKearney	Londonderry, NH	275
2474	btsbomb	Cerritos High School	275
2475	The Mighty Too	Mira Mesa High School, San Diego, CA	275
2476	constantin	Jefferson Middle School, Pittsburgh, PA	275
2477	BERC	Sandy Grove Middle	275
2478	duncanrutherford	Eagle Harbor High School	275
2479	Deadsec	Montgomery central high, Cunningham Tennessee 	275
2480	ludwigvonpoopen	west windsor high school north	275
2481	Linak	Interlake HS	275
2482	Koqoh	Blacksburg High School, Blacksburg, VA	275
2483	hotValKilmer	Lowell High School	275
2484	ashtonc	west allegheny high school	275
2485	Officer Daley	West Allegheny	275
2486	FewAndMighty	Countryside Highschool	275
2487	abby1234	East Brunswick High School	275
2488	add	East Brunswick High School	275
2489	williamjohnson	Cerritos High School	275
2490	jaxonmoman	Choctaw High School	275
2491	Anarchy77	Millard North, Omaha, NE	275
2492	ghostcomm26	Pittsburg highschool	275
2493	Dargothunder	Pittsburg High School	275
2494	15930	pittsburg,tx	275
2495	Mericapower	Pittsburg, TX	275
2496	DJr3y3s	Pittsburg High school	275
2497	homostevens	Mission San Jose High School	275
2498	CITR0N	princeton high school	275
2499	ItsChaBoi	LincolnAcademy	275
2500	Hazard	Lincoln Academy	275
2501	Carissa	Lincoln Academy	275
2502	batkins0658	choctaw highschool	275
2503	Colt45	Harrah High School	275
2504	VoyagerEssex	George C. Marshall	275
2505	roryyamm	Marshall High School, Falls Church	275
2506	Coding Cooperatives	Oliver Wendell Holmes Middle School	275
2507	lolalleee	South High School	275
2508	ayodaodu	South High School	275
2509	1008410	South High School	275
2510	gabie	South High School, CA	275
2511	jolman	South Torrance High School	275
2512	kagomevasquez08	SVCTE	275
2513	Ahad	South High School CA	275
2514	Simran500	South High, Torrance, CA	275
2515	jamhk04	South High Torrance School 	275
2516	1037773	South High School	275
2517	1026145	South High	275
2518	Butterpie	South High School	275
2519	MrC0OL	Mission San Jose High School	275
2520	HackyourWin	West Allegheny, Pittsburgh Pa	275
2521	DogGoWolf	South Western Career Academy	275
2522	ashleytisdalespimple	SWCA	275
2523	MiguelDaddy	Franklin heights	275
2524	sstephen	SWCA	275
2525	finesser00	Central Crossing High School	275
2526	SammyH	East Lake	275
2527	fredricmccubrey	Lake region vocational centaer	275
2528	idontknow	East Brunswick High School	275
2529	smorroj276	North High, Omaha, NE	275
2530	PersonManTheGreat	Omaha North High School,Omaha Nebraska	275
2531	outfield4life	lake regions highschool	275
2532	shannondaley	Norwin Middle School	275
2533	meganw0009	Plum Grove Junior High, Illinois, IL	275
2534	ZacharyShurman1	East Lake High School	275
2535	GnarBots	Newark High School	275
2536	ks3332	Tea Area High School	275
2537	OMEGAXIS213	Clements High School	275
2538	Pvish884	Ardsley High School	275
2539	TheCoolTeam	Countryside High School,Pinellas,FL	275
2540	Jmazz913	Jackson Memorial High School	275
2541	fr0sty	Neshannock High School, New Castle, PA	275
2542	xdlol	Lincoln High School	275
2543	graceelias	Jackson Memorial High School	275
2544	jyadegar	Harvard-Westlake School	275
2545	kateysx12	EVIT	275
